To,Location 1,Location 2,Location 3,From,Notes,Delivered Notes,Locker Number,Locker Bank,Carrier,Tracking #,Transaction Status ,Routed by,Routed Date Time,Stored Date Time,Delivered by,Delivered To,Delivered Date Time,Stored by,Origin City,Origin State,Origin Zip,Origin Country
,5253,,,,,,23.0,Bank 7,Amazon,TBA319470201268_,Delivered,,,2/18/25 12:04,,,2/18/25 12:11,,,,,
,6478,,,Costco,Rack 1,,,,FedEx,444428693100_,Routed,,2/18/25 12:10,,,,,,South Hackensack,NJ,,US
,1652,,,Hoosier Tire,Rack 1,,,,FedEx,408907677042_,Routed,,2/18/25 12:09,,,,,,South Bend,IN,,US
,2306,,,Twist,,,17.0,Bank 7,USPS,92612903033185543480370505_,Delivered,,,2/18/25 9:44,,,2/18/25 12:09,,Allen Park,MI,48101,US
,2620,,,,,,34.0,Bank 6,UPS,1ZV9320VYW45824806_,Delivered,,,2/18/25 11:15,,,2/18/25 12:08,,La Vergne,TN,37086,US
,4530,,,,,,78.0,Bank 7,Amazon,TBA319460427151_,Delivered,,,2/18/25 12:05,,,2/18/25 12:07,,,,,
,1413,,,Vantine,"Giant picture frame,Rear floor",,,,FedEx,418147751449_,Routed,,2/18/25 12:05,,,,,,Oriskany,NY,,US
,1831,,,TCGplayer,,,63.0,Bank 7,USPS,9400111109242801291160_,Delivered,,,2/18/25 9:44,,,2/18/25 12:03,,Syracuse,NY,13220,US
,1623,,, Amazon,Rack 1,Rack 1,,,USPS,9361289725244387603931_,Delivered,,2/18/25 9:20,,,,2/18/25 12:01,,Worcester,MA,01613,US
,5865,,,USPS,,,45.0,Bank 8,USPS,9505511520795043435140_,Delivered,,,2/18/25 9:22,,,2/18/25 12:00,,Great Falls,MT,59401,US
,AK RBE Lab Manager,,, Amazon,,,,,UPS,1Z806YW20363710367_,Delivered,,2/18/25 10:43,,,,2/18/25 12:00,,Romulus,MI,48174,US
,3196,,,USPS,,,61.0,Bank 2,USPS,9405540202022000083037_,Delivered,,,2/18/25 10:13,,,2/18/25 11:59,,West Chester,OH,45069,US
,3790,,,,,,71.0,Bank 8,FedEx,442079891648_,Delivered,,,2/18/25 11:59,,,2/18/25 11:59,,Trenton,NJ,,US
,ELECTRICAL & COMPUTER ENGINEERING,,,Rsr Elec,,,,,USPS,9400111206211701584889_,Delivered,,2/18/25 9:22,,,,2/18/25 11:59,,Rahway,NJ,07065,US
,4802,,,Jewels,,,52.0,Bank 2,USPS,9261290318421507977245_,Delivered,,2/18/25 10:05,2/18/25 10:06,,,2/18/25 11:59,,Shrewsbury,MA,01546,US
,ECE,,,Blazing Trade,,,,,USPS,9300120111412361955224_,Delivered,,2/18/25 10:45,,,,2/18/25 11:59,,Simi Valley,CA,93065,US
,5610,,,Nj,,,53.0,Bank 5,USPS,92144903627188220007979741_,Delivered,,,2/18/25 9:43,,,2/18/25 11:59,,Flushing,NY,11351,US
,5552,,,PND,,,55.0,Bank 7,USPS,9205590286169500335729_,Delivered,,,2/18/25 9:41,,,2/18/25 11:58,,Irving,TX,75063,US
,4253,,,Home,,,82.0,Bank 1,USPS,9505514177535043365039_,Delivered,,,2/14/25 9:20,,,2/18/25 11:58,,San Diego,CA,92130,US
,4269,,,USPS,,,65.0,Bank 2,USPS,9300120111412361800692_,Delivered,,,2/18/25 10:16,,,2/18/25 11:58,,Chino,CA,91710,US
,3634,,,Amazon ,,,41.0,Bank 8,USPS,9361289725244487384006_,Delivered,,,2/18/25 9:14,,,2/18/25 11:57,,Worcester,MA,01613,US
,5207,,, Amazon,,,84.0,Bank 6,USPS,9361289725244291600187_,Delivered,,,2/14/25 9:25,,,2/18/25 11:57,,Worcester,MA,01613,US
,3634,,, Amazon,,,3.0,Bank 5,USPS,9361289725244486585350_,Delivered,,,2/18/25 9:16,,,2/18/25 11:57,,Worcester,MA,01613,US
,2710,,,RZN,,,3.0,Bank 7,USPS,9400111899560512041093_,Delivered,,,2/18/25 9:34,,,2/18/25 11:57,,Flushing,NY,11351,US
,2036,,,Contacts,,,75.0,Bank 1,USPS,9200190230197681221553_,Delivered,,,2/14/25 9:23,,,2/18/25 11:57,,Charlotte,NC,28269,US
,2710,,,,,,35.0,Bank 6,UPS,1Z181VE0YW60042975_,Delivered,,,2/18/25 11:17,,,2/18/25 11:56,,Northborough,MA,01532,US
,6610,,,USPS,,,72.0,Bank 8,USPS,9534612703735045602369_,Delivered,,,2/18/25 9:27,,,2/18/25 11:56,,Medfield,MA,02052,US
,3811,,,,,,5.0,Bank 4,UPS,1Z5462V20308146147_,Delivered,,,2/18/25 11:32,,,2/18/25 11:56,,Austin,TX,78744,US
,7002,,,,,,60.0,Bank 5,Amazon,TBA319337550672_,Delivered,,,2/12/25 11:37,,,2/18/25 11:56,,,,,
,2710,,,,,,57.0,Bank 6,UPS,1Z0V069A0320204667_,Delivered,,,2/18/25 11:21,,,2/18/25 11:56,,Romeoville,IL,60446,US
,4790,,,Vangaurd,,,49.0,Bank 5,USPS,9405511206206451033995_,Delivered,,,2/18/25 9:40,,,2/18/25 11:56,,Norfolk,VA,23502,US
,2877,,,SAIE,,,12.0,Bank 7,USPS,92612926998343553237867191_,Delivered,,,2/18/25 9:43,,,2/18/25 11:56,,Shrewsbury,MA,01546,US
,4470,,,Teague,,,34.0,Bank 5,USPS,22479405530109355101769520_,Delivered,,,2/18/25 9:28,,,2/18/25 11:55,,,,,US
,4470,,,Donna,,,4.0,Bank 5,USPS,9505510329015044719466_,Delivered,,,2/18/25 9:25,,,2/18/25 11:55,,Macungie,PA,18062,US
,2789,,,USPS,,,3.0,Bank 3,USPS,92346903470167300080599566_,Delivered,,,2/18/25 9:49,,,2/18/25 11:54,,,,,US
,4581,,,UPS,,,1.0,Bank 4,UPS,1Z7V53F50393790370_,Delivered,,,2/12/25 10:26,,,2/18/25 11:53,,Norfolk,VA,23513,US
,1992,,,USPS,,,55.0,Bank 1,USPS,92001903478422300136495420_,Delivered,,,2/18/25 10:12,,,2/18/25 11:53,,,,,US
,6015,,,,,,32.0,Bank 7,USPS,9200190161985780948560_,Delivered,,,2/18/25 10:23,,,2/18/25 11:53,,Dallas,TX,75225,US
,4581,,,Amazon,,,54.0,Bank 2,USPS,9361289725244460151069_,Delivered,,,2/18/25 10:20,,,2/18/25 11:53,,Worcester,MA,01613,US
,6015,,,USPS,,,19.0,Bank 2,USPS,9234690161987080975217_,Delivered,,,2/18/25 10:24,,,2/18/25 11:53,,Tampa,FL,33607,US
,6483,,,USPS,,,51.0,Bank 7,USPS,9500110727575041864705_,Delivered,,,2/18/25 9:38,,,2/18/25 11:52,,Sedona,AZ,86336,US
,6015,,,Nordstrom,,,70.0,Bank 5,USPS,9234690293077222114302_,Delivered,,,2/18/25 9:49,,,2/18/25 11:52,,Cedar Rapids,IA,52404,US
,6483,,,USPS,,,75.0,Bank 8,USPS,9534612017015042842181_,Delivered,,,2/18/25 9:20,,,2/18/25 11:52,,Dundee,IL,60118,US
,5066,,,Amazon,,,50.0,Bank 7,Amazon,TBA319385393965_,Delivered,,,2/14/25 12:31,,,2/18/25 11:52,,,,,
,4082,,,USPS,,,52.0,Bank 7,USPS,9500110337445045997444_,Delivered,,,2/18/25 9:39,,,2/18/25 11:51,,Andover,MA,01810,US
,4581,,,Lifted,,,10.0,Bank 5,USPS,9400111105503412198823_,Delivered,,,2/18/25 9:27,,,2/18/25 11:51,,Kenosha,WI,53144,US
,,,,,,,,,FedEx,723638828472_,Delivered,,,,,,2/18/25 11:50,,Boylston,MA,,US
,6658,,,,,,18.0,Bank 6,UPS,1Z6F97Y10344321674_,Delivered,,,2/18/25 11:15,,,2/18/25 11:49,,Ellsworth,ME,04605,US
,6621,,,,,,24.0,Bank 6,UPS,1Z8738R70333562771_,Delivered,,,2/18/25 11:14,,,2/18/25 11:48,,Brooklyn,NY,11210,US
,,,,,,,,,FedEx,440841800487_,Delivered,,,,,,2/18/25 11:48,,Upper Marlboro,MD,,US
,5940,,,Urban,,,41.0,Bank 5,USPS,9234690229417320150713_,Delivered,,,2/18/25 9:40,,,2/18/25 11:48,,Portland,ME,04101,US
,6494,,,Gamersupp,,,21.0,Bank 5,USPS,9261290210347312299558_,Delivered,,,2/18/25 9:15,,,2/18/25 11:46,,Shrewsbury,MA,01546,US
,4342,,,Alteu,,,2.0,Bank 3,USPS,9300110597204031192605_,Delivered,,,2/18/25 9:49,,,2/18/25 11:45,,Los Angeles,CA,90021,US
,4342,,,Alteu,,,2.0,Bank 3,USPS,9300110597204031034105_,Delivered,,,2/18/25 9:49,,,2/18/25 11:45,,,,,US
,3460,,, Amazon,,,17.0,Bank 5,USPS,9361289725244271495277_,Delivered,,,2/18/25 9:30,,,2/18/25 11:43,,Worcester,MA,01613,US
,CIVIL & ENVIRONMENTAL ENGINEERING,,, Amazon,,,,,Amazon,TBA319437707520_,Routed,,2/18/25 11:43,,,,,,,,,
,6748,,,USPS,,,33.0,Bank 1,USPS,9400109206094680107853_,Delivered,,,2/18/25 10:25,,,2/18/25 11:42,,Beaverton,OR,97006,US
,4288,,,Ups,,,14.0,Bank 8,UPS,1Z04E04A0388137451_,Delivered,,,2/18/25 11:25,,,2/18/25 11:42,,Rialto,CA,92376,US
,5849,,,,,,11.0,Bank 4,UPS,1Z965EW40210836452_,Delivered,,,2/18/25 11:34,,,2/18/25 11:42,,Tolleson,AZ,85353,US
,RESIDENTIAL SERVICES,,,,,,,,USPS,9261290367755502184343_,Delivered,,2/18/25 10:45,,,,2/18/25 11:41,,Shrewsbury,MA,01546,US
,RESIDENTIAL SERVICES,,,,,,,,USPS,9261290304446229314045_,Delivered,,2/18/25 10:45,,,,2/18/25 11:41,,Shrewsbury,MA,01546,US
,2529,,,USPS,,,6.0,Bank 2,USPS,9400109206094101736891_,Delivered,,,2/18/25 10:09,,,2/18/25 11:37,,Fresno,CA,93704,US
,6893,,,,,,11.0,Bank 6,UPS,1ZB36G500369868373_,Delivered,,,2/18/25 11:12,,,2/18/25 11:37,,Bethlehem,PA,18015,US
,3880,,,,,,32.0,Bank 8,FedEx,772083852405_,Delivered,,,2/17/25 12:48,,,2/18/25 11:37,,Jeffersonville,IN,,US
,2134,,,Ups,,,15.0,Bank 8,UPS,1Z76940AYW10156973_,Delivered,,,2/18/25 11:14,,,2/18/25 11:34,,Sturbridge,MA,01566,US
,2803,,,Ups,,,49.0,Bank 8,USPS,9400111206211797155093_,Delivered,,,2/18/25 11:31,,,2/18/25 11:32,,Los Angeles,CA,90011,US
,6537,,,USPS,,,67.0,Bank 2,USPS,9400109206094104329656_,Delivered,,,2/18/25 10:20,,,2/18/25 11:31,,Blue Bell,PA,19422,US
,6155,,,GAP,,,36.0,Bank 8,USPS,92612999916505583250063766_,Delivered,,,2/18/25 9:15,,,2/18/25 11:29,,Shrewsbury,MA,01546,US
,7008,,,Home,,,71.0,Bank 8,USPS,9505512105365044870077_,Delivered,,,2/18/25 9:25,,,2/18/25 11:29,,Rockland,MA,02370,US
,1408,,,Ups,,,80.0,Bank 8,UPS,1Z1826920325257518_,Delivered,,,2/18/25 11:15,,,2/18/25 11:27,,Middletown,PA,17057,US
,4985,,,amazon,,,43.0,Bank 4,Amazon,TBA319350261756_,Delivered,,,2/12/25 12:58,,,2/18/25 11:27,,,,,
,1408,,,Ups,,,58.0,Bank 6,UPS,1Z4X67420374359783_,Delivered,,,2/18/25 11:22,,,2/18/25 11:27,,Hazle Township,PA,18202,US
,4985,,,Lastmile,,,17.0,Bank 8,Custom Item,ACI0160904102100000021100004254504_,Delivered,,,2/17/25 9:01,,,2/18/25 11:26,,,,,
,6238,,,Ups,,,20.0,Bank 6,UPS,1ZA8G6380321319045_,Delivered,,,2/18/25 11:19,,,2/18/25 11:26,,Union,OH,45377,US
,4985,,,Lastmile,,,9.0,Bank 6,Purolator,021000000211_,Delivered,,,2/17/25 9:02,,,2/18/25 11:26,,,,,
,3979,,,Home,,,11.0,Bank 7,USPS,9205590220086373251038_,Delivered,,,2/18/25 9:40,,,2/18/25 11:18,,Stuart,FL,34996,US
,3376,,,Mcmaster Carr,Rear floor,,,,UPS,1Z0100830327925497_,Routed,,2/18/25 11:18,,,,,,Robbinsville,NJ,08691,US
,3376,,,Mcmaster Carr,Rear floor,,,,UPS,1Z0100830327925504_,Routed,,2/18/25 11:18,,,,,,Robbinsville,NJ,08691,US
,3979,,,USPS,,,40.0,Bank 1,USPS,9488809000276106857626_,Delivered,,,2/18/25 10:28,,,2/18/25 11:18,,,,,US
,5400,,,Mcmaster,Rear floor,,,,UPS,1Z0100830327926094_,Routed,,2/18/25 11:16,,,,,,Robbinsville,NJ,08691,US
,5400,,,Mcmaster,Rack 1,,,,UPS,1Z0100830327926101_,Routed,,2/18/25 11:13,,,,,,Robbinsville,NJ,08691,US
,5846,,, Amazon,Rack 1,,,,UPS,1ZG193780323412331_,Routed,,2/18/25 11:10,,,,,,Rossford,OH,43460,US
,G248,,,Elecscooter,Rear Floor,,,,UPS,1ZE427800396695766_,Routed,,2/18/25 11:09,,,,,,Chino,CA,91708,US
,INFORMATION TECHNOLOGY,,,W B,4 cases paper,,,,Custom Item,136002430DEL_,Routed,,2/18/25 11:08,,,,,,,,,
,6075,,,,,,15.0,Bank 8,DHL,1952976281_,Delivered,,,2/17/25 11:59,,,2/18/25 11:07,,,,,
,4537,,,Book,,,65.0,Bank 5,USPS,9241990288795703106415_,Delivered,,,2/18/25 9:47,,,2/18/25 11:03,,Shrewsbury,MA,01546,US
,4537,,,USP,,,52.0,Bank 3,USPS,9449011206211790375261_,Delivered,,,2/18/25 9:54,,,2/18/25 11:02,,Salt Lake City,UT,84108,US
,4018,,,USPS,,,69.0,Bank 7,USPS,9200190256037500834312_,Delivered,,,2/18/25 10:08,,,2/18/25 11:00,,Coppell,TX,75019,US
,6961,,,Untold,,,77.0,Bank 5,USPS,92001903478422300134880938_,Delivered,,,2/18/25 9:44,,,2/18/25 10:59,,,,,US
,6543,,,Omo,,,11.0,Bank 6,USPS,9234690347369100131809_,Delivered,,,2/18/25 9:50,,,2/18/25 10:58,,Orlando,FL,32806,US
,,,,,,,,,UPS,1Z00283A0326537025_,Delivered,,,,,,2/18/25 10:57,,Macungie,PA,18062,US
,,,,,,,,,UPS,1Z00283A0326537007_,Delivered,,,,,,2/18/25 10:57,,Macungie,PA,18062,US
,,,,,,,,,UPS,1Z00283A0326537034_,Delivered,,,,,,2/18/25 10:57,,Macungie,PA,18062,US
,6527,,,USPS,,,68.0,Bank 7,USPS,9200190327908700369065_,Delivered,,,2/18/25 9:47,,,2/18/25 10:57,,Redondo Beach,CA,90277,US
,2852,,,USPS,,,20.0,Bank 2,USPS,9449011206219544859371_,Delivered,,,2/18/25 10:24,,,2/18/25 10:56,,Chicago,IL,60616,US
,2431,,,Human,,,9.0,Bank 5,USPS,9434636208235286824737_,Delivered,,,2/18/25 9:27,,,2/18/25 10:55,,Bell Gardens,CA,90201,US
,5112,,,USPS,,,1.0,Bank 8,USPS,92612999937500543489662796_,Delivered,,,2/18/25 9:18,,,2/18/25 10:55,,Shrewsbury,MA,01546,US
,5886,,,,,,46.0,Bank 7,USPS,9434603699300012639906_,Delivered,,,2/18/25 10:31,,,2/18/25 10:55,,Falls Church,VA,22042,US
,5873,,,USPS,,,19.0,Bank 1,USPS,9434611899560926015033_,Delivered,,,2/18/25 10:23,,,2/18/25 10:54,,Appleton,WI,54914,US
,1403,,,Baumgartner,,,72.0,Bank 5,USPS,9510815623835044264497_,Delivered,,,2/18/25 9:35,,,2/18/25 10:53,,Seattle,WA,98125,US
,1230,,,Pk,,,68.0,Bank 6,USPS,9300110597204037237935_,Delivered,,,2/14/25 9:27,,,2/18/25 10:53,,Manchester,NH,03103,US
,6311,,,USPS,,,80.0,Bank 8,USPS,92346903478422300038092019_,Delivered,,,2/18/25 9:30,,,2/18/25 10:53,,,,,US
,1230,,,Peter,,,66.0,Bank 5,USPS,9400136106025276181510_,Delivered,,,2/18/25 9:47,,,2/18/25 10:53,,Greenville,TX,75402,US
,1230,,,USPS,,,3.0,Bank 1,USPS,9400111105503443058240_,Delivered,,,2/18/25 10:11,,,2/18/25 10:52,,Sarasota,FL,34236,US
,5533,,,USPS,,,39.0,Bank 1,USPS,9400111105503410664030_,Delivered,,,2/18/25 10:27,,,2/18/25 10:50,,Willow Grove,PA,19090,US
,1366,,,Lizzie,,,69.0,Bank 5,USPS,9500113356915046553827_,Delivered,,,2/18/25 9:49,,,2/18/25 10:49,,Gardner,MA,01440,US
,3764,,,USPS,,,66.0,Bank 1,USPS,9505506590615046729563_,Delivered,,,2/18/25 10:26,,,2/18/25 10:48,,Littleton,CO,80130,US
,5944,,,USPS,,,10.0,Bank 2,USPS,9434611202382858289036_,Delivered,,,2/18/25 10:19,,,2/18/25 10:45,,La Palma,CA,90623,US
,3285,,,Venba,,,11.0,Bank 5,USPS,92346903470167300081364460_,Delivered,,,2/18/25 9:28,,,2/18/25 10:45,,Southington,CT,06489,US
,Foisie Makerspace,,,Dmzm,,,,,USPS,9205576527867511109459_,Routed,,2/18/25 10:44,,,,,,Opa Locka,FL,33054,US
,5938,,,USPS,,,38.0,Bank 1,USPS,9300120111412356965580_,Delivered,,,2/18/25 10:26,,,2/18/25 10:44,,Redmond,OR,97756,US
,7023,,,USPS,,,9.0,Bank 3,USPS,22479200190373170009656804_,Delivered,,,2/18/25 9:53,,,2/18/25 10:42,,,,,US
,5877,,,Wolfram,,,61.0,Bank 5,RoyalMail,UB820480387GB_,Delivered,,,2/18/25 9:45,,,2/18/25 10:38,,,,,
,5837,,,USPS,,,63.0,Bank 1,USPS,9400111206206447225813_,Delivered,,,2/18/25 10:18,,,2/18/25 10:36,,Roanoke,VA,24012,US
,5837,,,USPS,,,64.0,Bank 2,USPS,9400111206224420483746_,Delivered,,,2/18/25 10:16,,,2/18/25 10:36,,Monroe,WA,98272,US
,5844,,,Merchant Mate,,,48.0,Bank 8,USPS,9349320111411057980215_,Delivered,,,2/18/25 9:22,,,2/18/25 10:30,,Valrico,FL,33594,US
,Chartwells / Front Office,,,Sticker,,,,,UPS,1ZA576230302958415_,Routed,,2/18/25 10:29,,,,,,Amsterdam,NY,12010,US
,MATHEMATICAL SCIENCES,,, Amazon,,,,,UPS,1Z82F52Y0383651948_,Routed,,2/18/25 10:26,,,,,,Troutdale,OR,97060,US
,4012,,,USPS,,,64.0,Bank 1,USPS,9400109206094103440673_,Delivered,,,2/18/25 10:21,,,2/18/25 10:24,,Virginia Beach,VA,23454,US
,6960,,,USPS,,,54.0,Bank 2,USPS,9400111206239209082683_,Delivered,,,2/18/25 10:07,,,2/18/25 10:19,,Gardena,CA,90248,US
,2090,,,Bilal,,,80.0,Bank 1,USPS,9505513241365043845777_,Delivered,,,2/14/25 9:20,,,2/18/25 10:09,,Philadelphia,PA,19110,US
,2090,,,,,,39.0,Bank 6,Amazon,TBA319339354473_,Delivered,,,2/13/25 12:13,,,2/18/25 10:08,,,,,
,2812,,,,,,5.0,Bank 8,Amazon,TBA319358502196_,Delivered,,,2/13/25 14:41,,,2/18/25 10:02,,,,,
,2812,,, Amazon,,,21.0,Bank 3,Amazon,TBA319385746189_,Delivered,,,2/14/25 12:45,,,2/18/25 10:01,,,,,
,1391,,,Lane,,,71.0,Bank 5,USPS,9505514498775038553328_,Delivered,,,2/18/25 9:34,,,2/18/25 9:59,,Kilmarnock,VA,22482,US
,1391,,,Headley Ln,,,44.0,Bank 5,USPS,9505514498775038553342_,Delivered,,,2/18/25 9:29,,,2/18/25 9:59,,Kilmarnock,VA,22482,US
,5623,,,Home,,,2.0,Bank 7,USPS,9534610689945044649655_,Delivered,,,2/18/25 9:34,,,2/18/25 9:57,,Glastonbury,CT,06033,US
,Chartwells,,,Bonita,,,,,USPS,9400136208070415810940_,Routed,,2/18/25 9:56,,,,,,Salisbury Mills,NY,12577,US
,1189,,,Bn,,,76.0,Bank 5,USPS,92419901047916583251610474_,Delivered,,,2/18/25 9:43,,,2/18/25 9:55,,Springfield,MA,01152,US
,5894,,,Van Stone,Rack 1,,,,USPS,9505513163575044502347_,Delivered,,2/18/25 9:13,,,,2/18/25 9:50,,Branchville,NJ,07826,US
,3506,,,Speedy Pros,,,81.0,Bank 8,USPS,9400111105503476517776_,Delivered,,,2/18/25 9:31,,,2/18/25 9:50,,Brandon,FL,33511,US
,4627,,,Universal Yums,,,79.0,Bank 8,USPS,22809234690374346601887576_,Delivered,,,2/18/25 9:25,,,2/18/25 9:46,,,,,US
,4627,,,Game Elementz,,,49.0,Bank 7,USPS,9400111105503457613305_,Delivered,,,2/18/25 9:38,,,2/18/25 9:46,,Bohemia,NY,11716,US
,6912,,, Amazon,Rack 1,,,,USPS,9361289725244351859944_,Routed,,2/18/25 9:23,,,,,,Worcester,MA,01613,US
,6344,,,Clelland,,,13.0,Bank 5,USPS,9534616903665038214711_,Delivered,,,2/18/25 9:09,,,2/18/25 9:20,,Elk,WA,99009,US
,2598,,,Monitor,Rack 1,Rack 1,,,Amazon,TBA319375880603_,Delivered,,2/14/25 12:14,,,,2/18/25 9:07,,,,,
